time,sh_el_deg,sh_el,stim_curr,max_sh_el(deg)
40.24295,6.032,0.105,0.000,12.357
40.27433,6.025,0.105,0.000,12.357
40.30625,6.026,0.105,0.000,12.357
40.33874,6.028,0.105,0.000,12.357
40.37080,6.026,0.105,0.000,12.357
40.40199,6.020,0.105,0.000,12.357
40.43449,6.011,0.105,0.000,12.357
40.46745,5.996,0.105,0.000,12.357
40.49830,5.989,0.105,0.000,12.357
40.53117,5.962,0.104,0.000,12.357
40.56351,5.946,0.104,0.000,12.357
40.59593,5.934,0.104,0.000,12.357
40.62746,5.928,0.103,0.000,12.357
40.66078,5.916,0.103,0.000,12.357
40.70135,5.913,0.103,0.000,12.357
40.73359,5.916,0.103,0.000,12.357
40.76565,5.922,0.103,0.000,12.357
40.79760,5.927,0.103,0.000,12.357
40.82930,5.930,0.103,0.000,12.357
40.86182,5.924,0.103,0.000,12.357
40.89428,5.922,0.103,0.000,12.357
40.92626,5.920,0.103,0.000,12.357
40.95727,5.911,0.103,0.000,12.357
40.99057,5.903,0.103,0.000,12.357
41.02240,5.903,0.103,0.000,12.357
41.05439,5.902,0.103,0.000,12.357
41.08632,5.900,0.103,0.000,12.357
41.11785,5.896,0.103,0.000,12.357
41.14979,5.896,0.103,0.000,12.357
41.18164,5.896,0.103,0.000,12.357
41.20887,5.887,0.103,0.000,12.357
41.23845,5.880,0.103,0.000,12.357
41.27051,5.867,0.102,0.000,12.357
41.30339,5.859,0.102,0.000,12.357
41.33632,5.853,0.102,0.000,12.357
41.36719,5.850,0.102,0.000,12.357
41.39850,5.850,0.102,0.000,12.357
41.43070,5.850,0.102,0.000,12.357
41.46255,5.852,0.102,0.000,12.357
41.49487,5.853,0.102,0.000,12.357
41.52683,5.854,0.102,0.000,12.357
41.55839,5.854,0.102,0.000,12.357
41.59067,5.849,0.102,0.000,12.357
41.62360,5.842,0.102,0.000,12.357
41.65594,5.843,0.102,0.000,12.357
41.68713,5.836,0.102,0.000,12.357
41.71851,5.834,0.102,0.000,12.357
41.75643,5.829,0.102,0.000,12.357
41.78910,5.837,0.102,0.000,12.357
41.82043,5.841,0.102,0.000,12.357
41.85262,5.850,0.102,0.000,12.357
41.88390,5.856,0.102,0.000,12.357
41.91617,5.856,0.102,0.000,12.357
41.94932,5.853,0.102,0.000,12.357
41.97953,5.851,0.102,0.000,12.357
42.01200,5.850,0.102,0.000,12.357
42.04366,5.847,0.102,0.000,12.357
42.07597,5.844,0.102,0.000,12.357
42.10808,5.845,0.102,0.000,12.357
42.14159,5.857,0.102,0.000,12.357
42.17297,5.862,0.102,0.000,12.357
42.20501,5.872,0.102,0.000,12.357
42.23639,5.875,0.103,0.000,12.357
42.26411,5.874,0.103,0.000,12.357
42.29290,5.871,0.102,0.000,12.357
42.32539,5.858,0.102,0.000,12.357
42.35816,5.857,0.102,0.000,12.357
42.39043,5.849,0.102,0.000,12.357
42.42186,5.845,0.102,0.000,12.357
42.45442,5.852,0.102,0.000,12.357
42.48602,5.857,0.102,0.000,12.357
42.51887,5.864,0.102,0.000,12.357
42.55100,5.863,0.102,0.000,12.357
42.58299,5.859,0.102,0.000,12.357
42.61510,5.859,0.102,0.000,12.357
42.64726,5.847,0.102,0.000,12.357
42.67915,5.838,0.102,0.000,12.357
42.71110,5.823,0.102,0.000,12.357
42.74372,5.801,0.101,0.000,12.357
42.77740,5.779,0.101,0.000,12.357
42.81705,5.761,0.101,0.000,12.357
42.84900,5.749,0.100,0.000,12.357
42.88064,5.741,0.100,0.000,12.357
42.91237,5.741,0.100,0.000,12.357
42.94504,5.747,0.100,0.000,12.357
42.97634,5.751,0.100,0.000,12.357
43.00895,5.757,0.100,0.000,12.357
43.04119,5.766,0.101,0.000,12.357
43.07272,5.772,0.101,0.000,12.357
43.10446,5.770,0.101,0.000,12.357
43.13689,5.763,0.101,0.000,12.357
43.16928,5.737,0.100,0.000,12.357
43.20159,5.710,0.100,0.000,12.357
43.23314,5.680,0.099,0.000,12.357
43.26515,5.641,0.098,0.000,12.357
43.29691,5.633,0.098,0.000,12.357
43.34617,5.648,0.099,0.000,12.357
43.37805,5.685,0.099,0.000,12.357
43.41034,5.719,0.100,0.000,12.357
43.44295,5.712,0.100,0.000,12.357
43.47538,5.683,0.099,0.000,12.357
43.50713,5.648,0.099,0.000,12.357
43.53939,5.623,0.098,0.000,12.357
43.57097,5.615,0.098,0.000,12.357
43.60361,5.627,0.098,0.000,12.357
43.63503,5.635,0.098,0.000,12.357
43.66704,5.675,0.099,0.000,12.357
43.69983,5.699,0.099,0.000,12.357
43.73101,5.715,0.100,0.000,12.357
43.76245,5.722,0.100,0.000,12.357
43.79448,5.757,0.100,0.000,12.357
43.82735,5.848,0.102,0.000,12.357
43.85497,5.948,0.104,0.000,12.357
43.88376,6.107,0.107,0.000,12.357
43.91514,6.205,0.108,0.000,12.357
43.94733,6.517,0.114,0.000,12.357
43.98012,6.749,0.118,0.000,12.357
44.01146,6.857,0.120,0.000,12.357
44.04441,7.264,0.127,0.000,12.357
44.07574,7.414,0.129,0.000,12.357
44.10848,7.873,0.137,0.000,12.357
44.14069,8.024,0.140,0.000,12.357
44.17282,8.463,0.148,0.000,12.357
44.20536,8.769,0.153,0.000,12.357
44.23744,9.080,0.158,0.000,12.357
44.26927,9.371,0.164,0.000,12.357
44.30222,9.631,0.168,0.000,12.357
44.33396,9.879,0.172,0.000,12.357
44.36608,10.116,0.177,0.000,12.357
44.40493,10.354,0.181,0.000,12.357
44.43777,10.685,0.186,0.000,12.357
44.46956,10.857,0.189,0.000,12.357
44.50174,11.024,0.192,0.000,12.357
44.53207,11.110,0.194,0.000,12.357
44.56386,11.386,0.199,0.000,12.357
44.59556,11.541,0.201,0.000,12.357
44.62736,11.689,0.204,0.000,12.357
44.66028,11.855,0.207,0.000,12.357
44.69212,12.023,0.210,0.000,12.357
44.72406,12.183,0.213,0.000,12.357
44.75615,12.324,0.215,0.000,12.357
44.78826,12.440,0.217,0.000,12.440
44.82041,12.540,0.219,0.000,12.540
44.85280,12.603,0.220,0.000,12.603
44.88404,12.659,0.221,0.000,12.659
44.92098,12.693,0.222,0.000,12.693
44.94781,12.706,0.222,0.000,12.706
44.97981,12.717,0.222,0.000,12.717
45.01133,12.728,0.222,0.000,12.728
45.04367,12.727,0.222,0.000,12.728
45.07604,12.738,0.222,0.000,12.738
45.10806,12.767,0.223,0.000,12.767
45.14095,12.797,0.223,0.000,12.797
45.17226,12.814,0.224,0.000,12.814
45.20449,12.867,0.225,0.000,12.867
45.23628,12.900,0.225,0.000,12.900
45.26947,13.003,0.227,0.000,13.003
45.30123,13.126,0.229,0.000,13.126
45.33227,13.194,0.230,0.000,13.194
45.36445,13.327,0.233,0.000,13.327
45.39661,13.409,0.234,0.000,13.409
45.42930,13.589,0.237,0.000,13.589
45.46963,13.777,0.240,0.000,13.777
45.50168,13.957,0.244,0.000,13.957
45.53429,14.046,0.245,0.000,14.046
45.56645,14.224,0.248,0.000,14.224
45.59766,14.319,0.250,0.000,14.319
45.63071,14.505,0.253,0.000,14.505
45.66145,14.694,0.256,0.000,14.694
45.69379,14.787,0.258,0.000,14.787
45.72573,14.995,0.262,0.000,14.995
45.82135,15.091,0.263,0.000,15.091
45.91748,15.412,0.269,6.000,15.412
46.01320,15.510,0.271,6.000,15.510
46.10912,15.685,0.274,6.000,15.685
46.20538,15.886,0.277,6.000,15.886
46.30129,16.080,0.281,6.000,16.080
46.39727,16.182,0.282,6.500,16.182
46.49324,16.383,0.286,6.500,16.383
46.58935,16.589,0.290,7.000,16.589
46.68525,16.700,0.291,7.000,16.700
46.78154,17.110,0.299,7.500,17.110
46.87726,17.246,0.301,8.500,17.246
