time,old_sh_el_deg,sh_el_deg,stim_curr
0.00237,1.631,1.631,0.00
0.01442,1.633,1.633,0.00
0.02458,1.634,1.634,0.00
0.03487,1.634,1.632,0.00
0.04505,1.632,1.632,0.00
0.05581,1.632,1.632,0.00
0.06600,1.633,1.633,0.00
0.07619,1.633,1.631,0.00
0.08635,1.631,1.631,0.00
0.09650,1.631,1.630,0.00
0.10668,1.630,1.630,0.00
0.11774,1.630,1.630,0.00
0.12805,1.631,1.631,0.00
0.13844,1.634,1.634,0.00
0.14872,1.634,1.634,0.00
0.15911,1.637,1.637,0.00
0.16939,1.637,1.637,0.00
0.17956,1.637,1.637,0.00
0.18987,1.637,1.637,0.00
0.20004,1.638,1.638,0.00
0.21033,1.638,1.638,0.00
0.22051,1.640,1.640,0.00
0.23141,1.640,1.640,0.00
0.24159,1.643,1.643,0.00
0.25172,1.643,1.643,0.00
0.26193,1.648,1.648,0.00
0.27216,1.648,1.648,0.00
0.28233,1.654,1.654,0.00
0.29253,1.654,1.654,0.00
0.30296,1.664,1.664,0.00
0.31328,1.664,1.671,0.00
0.32369,1.671,1.671,0.00
0.33407,1.671,1.676,0.00
0.34441,1.676,1.676,0.00
0.35488,1.676,1.676,0.00
0.36526,1.686,1.686,0.00
0.37560,1.686,1.686,0.00
0.38605,1.689,1.689,0.00
0.39641,1.689,1.698,0.00
0.40708,1.698,1.698,0.00
0.41723,1.698,1.705,0.00
0.42737,1.705,1.705,0.00
0.43775,1.705,1.706,0.00
0.44809,1.706,1.706,0.00
0.45848,1.706,1.704,0.00
0.46890,1.704,1.704,0.00
0.47936,1.704,1.704,0.00
0.48963,1.705,1.705,0.00
0.49997,1.709,1.709,0.00
0.51100,1.709,1.709,0.00
0.52129,1.715,1.715,0.00
0.53145,1.715,1.715,0.00
0.54162,1.723,1.723,0.00
0.55193,1.723,1.734,0.00
0.56209,1.734,1.734,0.00
0.57244,1.734,1.742,0.00
0.58285,1.742,1.742,0.00
0.59315,1.742,1.751,0.00
0.60361,1.751,1.751,0.00
0.61396,1.751,1.760,0.00
0.62442,1.760,1.760,0.00
0.63472,1.760,1.767,0.00
0.64506,1.767,1.767,0.00
0.65536,1.767,1.771,0.00
0.66566,1.771,1.771,0.00
0.67602,1.771,1.771,0.00
0.68619,1.771,1.771,0.00
0.69637,1.771,1.766,0.00
0.70651,1.766,1.766,0.00
0.71667,1.766,1.761,0.00
0.72692,1.761,1.761,0.00
0.73707,1.761,1.761,0.00
0.74721,1.757,1.757,0.00
0.75735,1.757,1.757,0.00
0.76776,1.756,1.756,0.00
0.77791,1.756,1.758,0.00
0.78806,1.758,1.758,0.00
0.79822,1.758,1.763,0.00
0.80848,1.763,1.763,0.00
0.81863,1.767,1.767,0.00
0.82882,1.767,1.767,0.00
0.83899,1.767,1.772,0.00
0.84922,1.772,1.772,0.00
0.85939,1.778,1.778,0.00
0.86964,1.778,1.778,0.00
0.87981,1.788,1.788,0.00
0.89002,1.788,1.788,0.00
0.90018,1.797,1.797,0.00
0.91099,1.797,1.797,0.00
0.92114,1.804,1.804,0.00
0.93135,1.804,1.804,0.00
0.94151,1.807,1.807,0.00
0.95169,1.807,1.807,0.00
0.96184,1.815,1.815,0.00
0.97200,1.815,1.815,0.00
0.98214,1.822,1.822,0.00
0.99230,1.822,1.822,0.00
1.00244,1.823,1.823,0.00
1.01260,1.823,1.823,0.00
1.02285,1.822,1.822,0.00
1.03300,1.822,1.825,0.00
1.04314,1.825,1.825,0.00
1.05329,1.825,1.830,0.00
1.06343,1.830,1.830,0.00
1.07386,1.830,1.842,0.00
1.08414,1.842,1.842,0.00
1.09451,1.842,1.856,0.00
1.10480,1.856,1.856,0.00
1.11496,1.856,1.856,0.00
1.12513,1.874,1.874,0.00
1.13543,1.874,1.890,0.00
1.14557,1.890,1.890,0.00
1.15573,1.890,1.906,0.00
1.16587,1.906,1.906,0.00
1.17601,1.906,1.906,0.00
1.18617,1.919,1.919,0.00
1.19701,1.919,1.919,0.00
1.20716,1.933,1.933,0.00
1.21734,1.933,1.958,0.00
1.22748,1.958,1.958,0.00
1.23763,1.958,1.987,0.00
1.24778,1.987,1.987,0.00
1.25792,1.987,1.987,0.00
1.26807,2.021,2.021,0.00
1.27823,2.021,2.060,0.00
1.28838,2.060,2.060,0.00
1.29855,2.060,2.060,0.00
1.30875,2.104,2.104,0.00
1.31892,2.154,2.154,0.00
1.32911,2.154,2.154,0.00
1.33929,2.204,2.204,0.00
1.35041,2.204,2.204,0.00
1.36057,2.250,2.250,0.00
1.37091,2.250,2.250,0.00
1.38106,2.291,2.291,0.00
1.39172,2.291,2.291,0.00
1.40187,2.329,2.329,0.00
1.41228,2.329,2.329,0.00
1.42243,2.364,2.364,0.00
1.43257,2.364,2.399,0.00
1.44270,2.399,2.399,0.00
1.45291,2.399,2.430,0.00
1.46301,2.430,2.430,0.00
1.47317,2.430,2.430,0.00
1.48332,2.452,2.452,0.00
1.49347,2.452,2.463,0.00
1.50361,2.463,2.463,0.00
1.51375,2.463,2.471,0.00
1.52390,2.471,2.471,0.00
1.53422,2.471,2.463,0.00
1.54453,2.463,2.463,0.00
1.55497,2.463,2.438,0.00
1.56513,2.438,2.438,0.00
1.57530,2.438,2.438,0.00
1.58547,2.405,2.405,0.00
1.59563,2.405,2.405,0.00
1.60577,2.405,2.405,0.00
1.61593,2.405,2.405,0.00
1.62608,2.405,2.405,0.00
1.63624,2.405,2.405,0.00
1.64638,2.405,2.405,0.00
1.65653,2.405,2.405,0.00
1.66667,2.405,2.405,0.00
1.67692,2.405,2.405,0.00
1.68706,2.405,2.405,0.00
1.69721,2.405,2.405,0.00
1.70737,2.228,2.228,0.00
1.71751,2.228,2.197,0.00
1.72771,2.197,2.197,0.00
1.73785,2.164,2.164,0.00
1.74801,2.164,2.164,0.00
1.75814,2.164,2.130,0.00
1.76833,2.130,2.130,0.00
1.77850,2.094,2.094,0.00
1.78872,2.094,2.094,0.00
1.79888,2.055,2.055,0.00
1.80901,2.055,2.055,0.00
1.81917,2.012,2.012,0.00
1.82963,2.012,2.012,0.00
1.83980,1.967,1.967,0.00
1.85027,1.967,1.967,0.00
1.86044,1.921,1.921,0.00
1.87125,1.921,1.921,0.00
1.88137,1.868,1.868,0.00
1.89154,1.868,1.807,0.00
1.90171,1.807,1.807,0.00
1.91235,1.807,1.807,0.00
1.92252,1.741,1.741,0.00
1.93281,1.741,1.674,0.00
1.94329,1.674,1.674,0.00
1.95366,1.674,1.610,0.00
1.96395,1.610,1.610,0.00
1.97438,1.610,1.555,0.00
1.98467,1.555,1.555,0.00
1.99513,1.555,1.508,0.00
2.00554,1.508,1.508,0.00
2.01573,1.508,1.464,0.00
2.02606,1.464,1.464,0.00
2.03624,1.464,1.464,0.00
2.04643,1.413,1.413,0.00
2.05660,1.413,1.413,0.00
2.06688,1.346,1.346,0.00
2.07704,1.346,1.278,0.00
2.08721,1.278,1.278,0.00
2.09737,1.278,1.205,0.00
2.10754,1.205,1.205,0.00
2.11770,1.205,1.205,0.00
2.12793,1.132,1.132,0.00
2.13809,1.132,1.068,0.00
2.14828,1.068,1.068,0.00
2.15843,1.020,1.020,0.00
2.16866,1.020,1.020,0.00
2.17882,0.990,0.990,0.00
2.18902,0.990,0.990,0.00
2.19917,0.970,0.970,0.00
2.20933,0.970,0.970,0.00
2.21950,0.953,0.953,0.00
2.22965,0.953,0.953,0.00
2.23980,0.943,0.943,0.00
2.25000,0.943,0.943,0.00
2.26017,0.937,0.937,0.00
2.27038,0.937,0.937,0.00
2.28053,0.933,0.933,0.00
2.29113,0.933,0.933,0.00
2.30166,0.926,0.926,0.00
2.31183,0.926,0.926,0.00
2.32198,0.915,0.915,0.00
2.33385,0.915,0.915,0.00
2.34408,0.908,0.908,0.00
2.35430,0.908,0.908,0.00
2.36445,0.906,0.906,0.00
2.37461,0.906,0.906,0.00
2.38476,0.906,0.906,0.00
2.39493,0.906,0.909,0.00
2.40508,0.909,0.909,0.00
2.41525,0.909,0.909,0.00
2.42541,0.909,0.909,0.00
2.43579,0.909,0.911,0.00
2.44594,0.911,0.911,0.00
2.45617,0.911,0.915,0.00
2.46631,0.915,0.915,0.00
2.47652,0.915,0.920,0.00
2.48667,0.920,0.920,0.00
2.49694,0.920,0.925,0.00
2.50710,0.925,0.925,0.00
2.51726,0.925,0.928,0.00
2.52741,0.928,0.928,0.00
2.53756,0.928,0.936,0.00
2.54771,0.936,0.936,0.00
2.55787,0.947,0.947,0.00
2.56817,0.947,0.947,0.00
2.57831,0.947,0.965,0.00
2.58850,0.965,0.965,0.00
2.59865,0.982,0.982,0.00
2.60908,0.982,0.982,0.00
2.61924,0.999,0.999,0.00
2.62964,0.999,0.999,0.00
2.63989,1.022,1.022,0.00
2.65007,1.022,1.022,0.00
2.66023,1.040,1.040,0.00
2.67039,1.040,1.040,0.00
2.68054,1.040,1.056,0.00
2.69088,1.056,1.056,0.00
2.70103,1.056,1.074,0.00
2.71118,1.074,1.074,0.00
2.72134,1.099,1.099,0.00
2.73148,1.099,1.099,0.00
2.74164,1.129,1.129,0.00
