time,old_sh_el_deg,sh_el_deg,stim_curr
0.00290,0.449,0.449,0.00
0.01397,0.473,0.473,0.00
0.02709,0.473,0.473,0.00
0.03727,0.494,0.494,0.00
0.04744,0.494,0.494,0.00
0.05761,0.517,0.517,0.00
0.06835,0.517,0.517,0.00
0.07849,0.540,0.540,0.00
0.08880,0.540,0.540,0.00
0.09926,0.558,0.558,0.00
0.10989,0.558,0.570,0.00
0.12005,0.570,0.570,0.00
0.13021,0.570,0.577,0.00
0.14036,0.577,0.577,0.00
0.15052,0.577,0.586,0.00
0.16069,0.586,0.586,0.00
0.17087,0.596,0.596,0.00
0.18102,0.596,0.596,0.00
0.19383,0.596,0.596,0.00
0.20415,0.611,0.611,0.00
0.21433,0.626,0.626,0.00
0.22449,0.626,0.626,0.00
0.23466,0.643,0.643,0.00
0.24490,0.643,0.643,0.00
0.25529,0.664,0.664,0.00
0.26731,0.664,0.664,0.00
0.27747,0.689,0.689,0.00
0.28764,0.689,0.715,0.00
0.29779,0.715,0.715,0.00
0.30797,0.715,0.715,0.00
0.31813,0.744,0.744,0.00
0.32833,0.744,0.744,0.00
0.33849,0.777,0.777,0.00
0.34864,0.777,0.812,0.00
0.35880,0.812,0.812,0.00
0.36896,0.812,0.812,0.00
0.37920,0.845,0.845,0.00
0.38954,0.845,0.865,0.00
0.39972,0.865,0.865,0.00
0.41013,0.865,0.865,0.00
0.42133,0.865,0.879,0.00
0.43149,0.879,0.886,0.00
0.44164,0.886,0.886,0.00
0.45188,0.886,0.886,0.00
0.46204,0.883,0.883,0.00
0.47220,0.883,0.883,0.00
0.48236,0.883,0.875,0.00
0.49254,0.875,0.875,0.00
0.50270,0.875,0.865,0.00
0.51286,0.865,0.853,0.00
0.52302,0.853,0.853,0.00
0.53321,0.853,0.845,0.00
0.54338,0.845,0.845,0.00
0.55354,0.845,0.841,0.00
0.56370,0.841,0.841,0.00
0.57531,0.841,0.841,0.00
0.58547,0.843,0.843,0.00
0.59563,0.843,0.841,0.00
0.60580,0.841,0.841,0.00
0.61596,0.841,0.837,0.00
0.62612,0.837,0.837,0.00
0.63628,0.837,0.837,0.00
0.64644,0.837,0.830,0.00
0.65660,0.830,0.821,0.00
0.66675,0.821,0.821,0.00
0.67691,0.821,0.821,0.00
0.68790,0.811,0.807,0.00
0.69823,0.807,0.807,0.00
0.71009,0.807,0.807,0.00
0.72025,0.808,0.808,0.00
0.73040,0.808,0.808,0.00
0.74054,0.813,0.813,0.00
0.75067,0.813,0.813,0.00
0.76080,0.824,0.824,0.00
0.77097,0.824,0.824,0.00
0.78112,0.844,0.844,0.00
0.79128,0.844,0.872,0.00
0.80159,0.872,0.872,0.00
0.81173,0.872,0.898,0.00
0.82188,0.898,0.898,0.00
0.83204,0.898,0.923,0.00
0.84218,0.923,0.923,0.00
0.85243,0.923,0.945,0.00
0.86258,0.945,0.945,0.00
0.87273,0.970,0.970,0.00
0.88288,0.970,0.970,0.00
0.89315,0.970,1.005,0.00
0.90319,1.005,1.005,0.00
0.91335,1.005,1.044,0.00
0.92348,1.044,1.044,0.00
0.93365,1.044,1.085,0.00
0.94380,1.085,1.085,0.00
0.95400,1.125,1.125,0.00
0.96414,1.125,1.125,0.00
0.97428,1.170,1.170,0.00
0.98454,1.170,1.170,0.00
0.99468,1.214,1.214,0.00
1.00483,1.214,1.214,0.00
1.01498,1.214,1.247,0.00
1.02684,1.247,1.247,0.00
1.03698,1.271,1.271,0.00
1.04771,1.271,1.271,0.00
1.05784,1.298,1.298,0.00
1.06864,1.298,1.298,0.00
1.07877,1.323,1.323,0.00
1.08892,1.323,1.338,0.00
1.09906,1.338,1.338,0.00
1.10922,1.338,1.338,0.00
1.11938,1.338,1.351,0.00
1.12954,1.351,1.351,0.00
1.13967,1.366,1.366,0.00
1.14984,1.366,1.366,0.00
1.15997,1.383,1.383,0.00
1.17012,1.383,1.383,0.00
1.18026,1.399,1.399,0.00
1.19042,1.399,1.415,0.00
1.20056,1.415,1.415,0.00
1.21071,1.415,1.422,0.00
1.22085,1.422,1.422,0.00
1.23100,1.422,1.419,0.00
1.24123,1.419,1.419,0.00
1.25138,1.419,1.417,0.00
1.26152,1.417,1.417,0.00
1.27178,1.417,1.409,0.00
1.28192,1.409,1.409,0.00
1.29206,1.409,1.397,0.00
1.30223,1.397,1.397,0.00
1.31237,1.397,1.393,0.00
1.32252,1.393,1.393,0.00
1.33268,1.393,1.400,0.00
