time,sh_el_deg,sh_el,stim_curr,max_sh_el(deg)
26.36172,0.089,0.002,3.00,11.172
26.38262,0.098,0.002,3.00,11.172
26.39732,0.098,0.002,3.50,11.172
26.41086,0.099,0.002,3.50,11.172
26.43028,0.097,0.002,3.50,11.172
26.44539,0.099,0.002,4.00,11.172
26.46513,0.099,0.002,4.50,11.172
26.48624,0.105,0.002,4.50,11.172
26.50957,0.111,0.002,5.00,11.172
26.52178,0.111,0.002,5.00,11.172
26.53465,0.114,0.002,5.50,11.172
26.54942,0.117,0.002,6.50,11.172
26.56956,0.122,0.002,6.50,11.172
26.58956,0.129,0.002,7.00,11.172
26.60509,0.138,0.002,7.50,11.172
26.62119,0.138,0.002,7.50,11.172
26.64049,0.154,0.003,8.50,11.172
26.66005,0.154,0.003,8.50,11.172
26.68527,0.147,0.003,9.50,11.172
26.70214,0.098,0.002,10.50,11.172
26.72260,0.098,0.002,11.50,11.172
26.74267,0.038,0.001,11.50,11.172
26.75668,0.038,0.001,12.50,11.172
26.77105,-0.029,-0.001,12.50,11.172
26.78410,-0.070,-0.001,13.50,11.172
26.80499,-0.083,-0.001,13.50,11.172
26.81805,-0.083,-0.001,13.50,11.172
26.83285,-0.080,-0.001,14.00,11.172
26.84585,-0.008,-0.000,15.00,11.172
26.86146,0.122,0.002,15.00,11.172
26.87520,0.122,0.002,15.00,11.172
26.89354,0.370,0.006,15.50,11.172
26.90912,0.370,0.006,16.00,11.172
26.92340,0.370,0.006,16.00,11.172
26.94123,0.370,0.006,16.50,11.172
26.95940,1.232,0.022,16.50,11.172
26.97312,1.232,0.022,17.00,11.172
26.99217,1.875,0.033,17.00,11.172
27.00595,2.674,0.047,17.00,11.172
27.01973,2.674,0.047,17.50,11.172
27.03721,2.674,0.047,17.50,11.172
27.05583,3.569,0.062,17.50,11.172
27.08146,4.559,0.080,17.50,11.172
27.10109,4.559,0.080,17.50,11.172
27.12347,9.521,0.166,17.50,11.172
27.13885,12.024,0.210,17.50,12.024
27.15209,12.024,0.210,17.50,12.024
27.16761,14.453,0.252,18.00,14.453
27.17929,14.453,0.252,18.00,14.453
27.19718,14.453,0.252,18.00,14.453
27.21410,15.477,0.270,18.00,15.477
27.23400,17.543,0.306,18.00,17.543
27.24909,17.543,0.306,18.00,17.543
27.26283,17.543,0.306,18.00,17.543
27.27747,19.696,0.344,18.00,19.696
27.29006,19.696,0.344,18.00,19.696
27.30443,19.696,0.344,18.00,19.696
27.31849,19.696,0.344,18.00,19.696
27.33928,22.691,0.396,18.00,22.691
27.35721,23.582,0.412,18.00,23.582
27.37233,23.582,0.412,18.00,23.582
27.38910,23.582,0.412,18.00,23.582
27.40210,23.582,0.412,18.00,23.582
27.41592,25.319,0.442,18.00,25.319
27.43670,26.803,0.468,18.00,26.803
27.45312,26.803,0.468,18.00,26.803
27.46947,26.803,0.468,18.00,26.803
27.48512,26.803,0.468,18.00,26.803
27.50545,26.803,0.468,18.00,26.803
27.51771,26.803,0.468,18.00,26.803
27.53352,26.803,0.468,18.00,26.803
27.54908,26.803,0.468,18.00,26.803
27.56856,27.431,0.479,18.00,27.431
27.58125,27.431,0.479,18.00,27.431
27.59602,27.431,0.479,18.00,27.431
27.61317,27.431,0.479,18.00,27.431
27.62916,28.404,0.496,18.00,28.404
27.64585,28.404,0.496,18.00,28.404
27.65671,29.049,0.507,18.00,29.049
27.67088,29.049,0.507,18.00,29.049
27.68452,29.289,0.511,18.00,29.289
27.70607,29.365,0.513,18.00,29.365
27.71900,29.404,0.513,18.00,29.404
27.73482,29.198,0.510,18.00,29.432
27.74717,29.198,0.510,18.00,29.432
27.76777,28.894,0.504,18.00,29.432
27.78092,28.642,0.500,0.00,29.432
27.79538,28.642,0.500,0.00,29.432
27.80562,28.642,0.500,0.00,29.432
27.81798,28.386,0.495,0.00,29.432
27.85387,27.721,0.484,0.00,29.432
27.86931,26.527,0.463,0.00,29.432
27.88467,26.527,0.463,0.00,29.432
27.90084,26.053,0.455,0.00,29.432
27.91666,25.335,0.442,0.00,29.432
27.93293,24.337,0.425,0.00,29.432
27.94883,22.598,0.394,0.00,29.432
27.96476,19.948,0.348,0.00,29.432
27.98122,12.641,0.221,0.00,29.432
27.99687,9.230,0.161,0.00,9.230
28.01908,9.230,0.161,0.00,9.230
28.04197,4.400,0.077,0.00,9.230
28.05775,2.879,0.050,0.00,9.230
28.07305,2.164,0.038,0.00,9.230
28.08832,2.164,0.038,0.00,9.230
28.10411,1.576,0.027,0.00,9.230
28.12009,1.576,0.027,0.00,9.230
28.13608,1.576,0.027,0.00,9.230
28.15157,1.497,0.026,0.00,9.230
28.16749,1.433,0.025,0.00,9.230
28.18346,1.433,0.025,0.00,9.230
28.19956,1.433,0.025,0.00,9.230
28.21517,0.674,0.012,0.00,9.230
28.23176,0.434,0.008,0.00,9.230
28.24751,0.434,0.008,0.00,9.230
28.26410,0.398,0.007,0.00,9.230
28.28003,0.599,0.010,0.00,9.230
28.29591,0.599,0.010,0.00,9.230
28.31213,0.599,0.010,0.00,9.230
28.32854,0.599,0.010,0.00,9.230
28.34450,0.849,0.015,0.00,9.230
28.36016,0.849,0.015,0.00,9.230
28.37623,1.008,0.018,0.00,9.230
28.39160,1.008,0.018,0.00,9.230
28.40785,1.008,0.018,0.00,9.230
28.42402,1.008,0.018,0.00,9.230
28.44009,1.008,0.018,0.00,9.230
28.45623,1.008,0.018,0.00,9.230
28.47225,1.008,0.018,0.00,9.230
28.48807,1.008,0.018,0.00,9.230
28.50439,1.122,0.020,0.00,9.230
28.52013,1.203,0.021,0.00,9.230
28.53643,1.203,0.021,0.00,9.230
28.55218,1.203,0.021,0.00,9.230
28.56852,1.276,0.022,0.00,9.230
28.58455,1.276,0.022,0.00,9.230
28.60166,1.289,0.022,0.00,9.230
28.62480,1.260,0.022,0.00,9.230
28.63970,1.212,0.021,0.00,9.230
28.65639,1.163,0.020,0.00,9.230
28.67187,1.104,0.019,0.00,9.230
28.68800,1.033,0.018,0.00,9.230
28.70428,0.945,0.016,0.00,9.230
28.72002,0.857,0.015,0.00,9.230
28.73595,0.789,0.014,0.00,9.230
28.75191,0.742,0.013,0.00,9.230
28.76802,0.703,0.012,0.00,9.230
28.78478,0.668,0.012,0.00,9.230
28.79994,0.626,0.011,0.00,9.230
28.81551,0.572,0.010,0.00,9.230
28.83183,0.540,0.009,0.00,9.230
28.84791,0.555,0.010,0.00,9.230
28.86498,0.539,0.009,0.00,9.230
28.87985,0.539,0.009,0.00,9.230
28.89579,0.525,0.009,0.00,9.230
28.91151,0.541,0.009,0.00,9.230
28.92782,0.582,0.010,0.00,9.230
28.94406,0.618,0.011,0.00,9.230
28.95998,0.645,0.011,0.00,9.230
28.97609,0.664,0.012,0.00,9.230
28.99218,0.676,0.012,0.00,9.230
29.00801,0.677,0.012,0.00,9.230
29.02426,0.666,0.012,0.00,9.230
29.03980,0.654,0.011,0.00,9.230
29.05581,0.654,0.011,0.00,9.230
29.07169,0.637,0.011,0.00,9.230
29.08839,0.622,0.011,0.00,9.230
29.10368,0.590,0.010,0.00,9.230
29.12077,0.575,0.010,0.00,9.230
29.13501,0.561,0.010,0.00,9.230
29.15032,0.561,0.010,0.00,9.230
29.16615,0.547,0.010,0.00,9.230
29.18198,0.548,0.010,0.00,9.230
29.19847,0.562,0.010,0.00,9.230
29.21404,0.562,0.010,0.00,9.230
29.23003,0.562,0.010,0.00,9.230
29.24533,0.560,0.010,0.00,9.230
29.26196,0.572,0.010,0.00,9.230
29.27691,0.572,0.010,0.00,9.230
29.29292,0.572,0.010,0.00,9.230
29.30865,0.572,0.010,0.00,9.230
29.32458,0.577,0.010,0.00,9.230
29.34053,0.577,0.010,0.00,9.230
29.35640,0.582,0.010,0.00,9.230
29.37246,0.581,0.010,0.00,9.230
29.38820,0.576,0.010,0.00,9.230
29.40398,0.576,0.010,0.00,9.230
29.41990,0.568,0.010,0.00,9.230
29.43561,0.568,0.010,0.00,9.230
29.45124,0.562,0.010,0.00,9.230
29.46743,0.560,0.010,0.00,9.230
29.48348,0.560,0.010,0.00,9.230
29.49986,0.554,0.010,0.00,9.230
29.51603,0.554,0.010,0.00,9.230
29.53256,0.554,0.010,0.00,9.230
29.54826,0.565,0.010,0.00,9.230
29.56481,0.570,0.010,0.00,9.230
29.58023,0.570,0.010,0.00,9.230
29.59637,0.575,0.010,0.00,9.230
29.61210,0.578,0.010,0.00,9.230
29.62825,0.580,0.010,0.00,9.230
29.64444,0.580,0.010,0.00,9.230
29.65916,0.581,0.010,0.00,9.230
29.67449,0.579,0.010,0.00,9.230
29.69035,0.579,0.010,0.00,9.230
29.70664,0.579,0.010,0.00,9.230
29.72277,0.579,0.010,0.00,9.230
29.73914,0.579,0.010,0.00,9.230
29.75504,0.573,0.010,0.00,9.230
29.77114,0.573,0.010,0.00,9.230
29.78757,0.563,0.010,0.00,9.230
29.80458,0.555,0.010,0.00,9.230
29.81892,0.555,0.010,0.00,9.230
29.83537,0.548,0.010,0.00,9.230
29.85178,0.537,0.009,0.00,9.230
29.86726,0.537,0.009,0.00,9.230
29.88336,0.534,0.009,0.00,9.230
29.89876,0.529,0.009,0.00,9.230
29.91501,0.522,0.009,0.00,9.230
29.93113,0.517,0.009,0.00,9.230
29.94669,0.520,0.009,0.00,9.230
29.96332,0.520,0.009,0.00,9.230
29.97923,0.523,0.009,0.00,9.230
29.99540,0.525,0.009,0.00,9.230
30.01108,0.529,0.009,0.00,9.230
30.02704,0.532,0.009,0.00,9.230
30.04343,0.532,0.009,0.00,9.230
30.05927,0.530,0.009,0.00,9.230
30.07545,0.524,0.009,0.00,9.230
30.09174,0.518,0.009,0.00,9.230
30.10815,0.518,0.009,0.00,9.230
30.12391,0.518,0.009,0.00,9.230
30.13932,0.518,0.009,0.00,9.230
30.15532,0.513,0.009,0.00,9.230
30.17312,0.513,0.009,0.00,9.230
30.19289,0.525,0.009,1.00,9.230
30.20764,0.546,0.010,1.00,9.230
30.22735,0.546,0.010,1.00,9.230
30.24075,0.570,0.010,1.00,9.230
30.25438,0.570,0.010,1.00,9.230
30.27673,0.584,0.010,1.00,9.230
30.28979,0.584,0.010,1.00,9.230
30.30522,0.605,0.011,1.00,9.230
30.32488,0.605,0.011,1.00,9.230
30.34466,0.608,0.011,1.00,9.230
30.35970,0.608,0.011,1.50,9.230
30.37288,0.607,0.011,1.50,9.230
30.38724,0.606,0.011,1.50,9.230
30.40760,0.602,0.010,1.50,9.230
30.42205,0.602,0.010,1.50,9.230
30.44124,0.595,0.010,1.50,9.230
30.45555,0.592,0.010,1.50,9.230
30.47117,0.592,0.010,1.50,9.230
30.48565,0.589,0.010,1.50,9.230
30.49826,0.589,0.010,1.50,9.230
30.51298,0.593,0.010,1.50,9.230
30.52514,0.593,0.010,1.50,9.230
30.54660,0.612,0.011,1.50,9.230
30.56783,0.624,0.011,1.50,9.230
30.58905,0.624,0.011,2.00,9.230
30.60167,0.637,0.011,2.00,9.230
30.61451,0.637,0.011,2.00,9.230
30.63051,0.650,0.011,2.00,9.230
30.64897,0.637,0.011,2.00,9.230
30.66926,0.631,0.011,2.00,9.230
30.68616,0.634,0.011,2.50,9.230
30.70107,0.634,0.011,2.50,9.230
30.71131,0.626,0.011,2.50,9.230
30.72564,0.606,0.011,2.50,9.230
30.73927,0.606,0.011,2.50,9.230
30.75464,0.588,0.010,3.00,9.230
30.76818,0.588,0.010,3.00,9.230
30.78134,0.586,0.010,3.00,9.230
30.80177,0.594,0.010,3.50,9.230
30.82357,0.593,0.010,3.50,9.230
30.84360,0.605,0.011,4.00,9.230
30.86481,0.625,0.011,4.00,9.230
30.87781,0.625,0.011,4.50,9.230
30.89911,0.636,0.011,4.50,9.230
30.91341,0.634,0.011,4.50,9.230
30.93411,0.618,0.011,5.00,9.230
30.94812,0.596,0.010,5.00,9.230
30.96924,0.575,0.010,6.00,9.230
30.98323,0.575,0.010,6.00,9.230
31.00402,0.536,0.009,6.50,9.230
31.01694,0.536,0.009,7.50,9.230
31.03902,0.523,0.009,7.50,9.230
31.05303,0.523,0.009,8.50,9.230
31.06627,0.516,0.009,8.50,9.230
31.08053,0.483,0.008,9.50,9.230
31.09389,0.483,0.008,9.50,9.230
31.10683,0.445,0.008,10.50,9.230
31.12230,0.447,0.008,10.50,9.230
31.13549,0.447,0.008,10.50,9.230
31.14906,0.447,0.008,11.50,9.230
31.16343,0.420,0.007,12.50,9.230
31.18144,0.394,0.007,12.50,9.230
31.19638,0.362,0.006,13.00,9.230
31.21389,0.298,0.005,13.00,9.230
31.23099,0.298,0.005,13.00,9.230
31.24589,0.238,0.004,14.00,9.230
31.26681,0.353,0.006,15.00,9.230
31.28097,0.353,0.006,15.00,9.230
31.29398,0.353,0.006,15.50,9.230
31.32108,1.385,0.024,16.00,9.230
31.33686,1.385,0.024,16.00,9.230
31.35728,2.020,0.035,16.50,9.230
31.37328,2.779,0.049,16.50,9.230
31.39131,3.635,0.063,17.00,9.230
31.40559,4.711,0.082,17.00,9.230
31.42000,4.711,0.082,17.00,9.230
31.43698,4.711,0.082,17.00,9.230
31.45348,6.834,0.119,17.50,9.230
31.46811,6.834,0.119,17.50,9.230
31.48508,7.914,0.138,17.50,9.230
31.49794,9.011,0.157,17.50,9.230
31.51719,10.157,0.177,17.50,10.157
31.53016,10.157,0.177,17.50,10.157
31.54960,11.347,0.198,17.50,11.347
31.56557,12.538,0.219,18.00,12.538
31.57872,13.791,0.241,18.00,13.791
31.59701,13.791,0.241,18.00,13.791
31.61943,15.866,0.277,18.00,15.866
31.64246,17.975,0.314,18.00,17.975
31.66118,17.975,0.314,18.00,17.975
31.67428,19.002,0.332,18.00,19.002
31.68846,20.001,0.349,18.00,20.001
31.70218,20.001,0.349,18.00,20.001
31.72363,20.987,0.366,18.00,20.987
31.73680,22.092,0.386,18.00,22.092
31.75281,23.046,0.402,18.00,23.046
31.76600,23.958,0.418,18.00,23.958
31.78513,23.958,0.418,18.00,23.958
31.80504,24.887,0.434,18.00,24.887
31.81970,24.887,0.434,18.00,24.887
31.84383,27.255,0.476,18.00,27.255
31.86287,27.941,0.488,18.00,27.941
31.87709,27.941,0.488,18.00,27.941
31.89686,28.635,0.500,18.00,28.635
31.91722,29.150,0.509,18.00,29.150
31.93975,30.079,0.525,18.00,30.079
31.95313,30.079,0.525,18.00,30.079
31.96817,30.481,0.532,18.00,30.481
31.98094,30.481,0.532,18.00,30.481
31.99304,30.797,0.538,18.00,30.797
32.00674,30.797,0.538,18.00,30.797
32.02080,31.064,0.542,18.00,31.064
32.03439,31.316,0.547,18.00,31.316
32.04850,31.562,0.551,18.00,31.562
32.06223,31.562,0.551,18.00,31.562
32.07629,31.562,0.551,18.00,31.562
32.09336,31.737,0.554,18.00,31.737
32.10414,31.900,0.557,18.00,31.900
32.11909,31.900,0.557,18.00,31.900
32.14031,31.962,0.558,18.00,31.962
32.15703,31.962,0.558,18.00,31.962
32.18265,31.985,0.558,18.00,32.009
32.20248,31.985,0.558,18.00,32.009
32.21547,31.985,0.558,0.00,32.009
32.23062,31.908,0.557,0.00,32.009
32.24414,31.881,0.556,0.00,32.009
32.27279,31.881,0.556,0.00,32.009
32.28909,31.524,0.550,0.00,32.009
32.31183,31.109,0.543,0.00,32.009
32.32701,30.483,0.532,0.00,32.009
32.34384,30.483,0.532,0.00,32.009
32.35949,29.863,0.521,0.00,32.009
32.37588,29.863,0.521,0.00,32.009
32.39155,29.281,0.511,0.00,32.009
32.40710,27.658,0.483,0.00,32.009
32.42343,27.658,0.483,0.00,32.009
32.43937,26.278,0.459,0.00,32.009
32.45538,24.671,0.431,0.00,32.009
32.47149,23.030,0.402,0.00,32.009
32.48755,23.030,0.402,0.00,32.009
32.50437,21.201,0.370,0.00,32.009
32.51969,19.080,0.333,0.00,32.009
32.53579,16.770,0.293,0.00,32.009
32.55215,14.991,0.262,0.00,32.009
32.56805,13.217,0.231,0.00,13.217
32.57871,13.217,0.231,0.00,13.217
32.59107,11.272,0.197,0.00,13.217
32.61416,9.214,0.161,0.00,13.217
32.63023,7.116,0.124,0.00,13.217
32.64638,5.078,0.089,0.00,13.217
32.66244,3.313,0.058,0.00,13.217
32.67840,3.313,0.058,0.00,13.217
32.69454,3.313,0.058,0.00,13.217
32.71060,1.712,0.030,0.00,13.217
32.72699,0.670,0.012,0.00,13.217
32.74320,0.207,0.004,0.00,13.217
32.75936,0.408,0.007,0.00,13.217
32.77575,0.834,0.015,0.00,13.217
32.79156,1.093,0.019,0.00,13.217
32.80759,1.093,0.019,0.00,13.217
32.82446,1.094,0.019,0.00,13.217
32.83993,1.094,0.019,0.00,13.217
32.85626,0.902,0.016,0.00,13.217
32.87207,0.161,0.003,0.00,13.217
32.88787,0.161,0.003,0.00,13.217
32.90373,0.129,0.002,0.00,13.217
32.91965,0.129,0.002,0.00,13.217
32.93580,0.227,0.004,0.00,13.217
32.95160,0.338,0.006,0.00,13.217
32.96779,0.338,0.006,0.00,13.217
32.98345,0.510,0.009,0.00,13.217
32.99963,0.510,0.009,0.00,13.217
33.01582,0.569,0.010,0.00,13.217
33.03152,0.591,0.010,0.00,13.217
33.04769,0.593,0.010,0.00,13.217
33.06326,0.593,0.010,0.00,13.217
33.07935,0.587,0.010,0.00,13.217
33.09549,0.587,0.010,0.00,13.217
33.11130,0.574,0.010,0.00,13.217
33.12734,0.567,0.010,0.00,13.217
33.14384,0.567,0.010,0.00,13.217
33.15919,0.550,0.010,0.00,13.217
33.17566,0.510,0.009,0.00,13.217
33.19180,0.465,0.008,0.00,13.217
33.20826,0.465,0.008,0.00,13.217
33.22402,0.382,0.007,0.00,13.217
33.24012,0.382,0.007,0.00,13.217
33.25575,0.382,0.007,0.00,13.217
33.27157,0.364,0.006,0.00,13.217
33.28724,0.367,0.006,0.00,13.217
33.30340,0.367,0.006,0.00,13.217
33.31943,0.367,0.006,0.00,13.217
33.33590,0.374,0.007,0.00,13.217
33.35161,0.422,0.007,0.00,13.217
33.36808,0.422,0.007,0.00,13.217
33.39042,0.398,0.007,0.00,13.217
33.40596,0.407,0.007,0.00,13.217
33.42193,0.431,0.008,0.00,13.217
33.43750,0.431,0.008,0.00,13.217
33.45393,0.431,0.008,0.00,13.217
33.46994,0.431,0.008,0.00,13.217
33.48589,0.464,0.008,0.00,13.217
33.50204,0.464,0.008,0.00,13.217
33.51763,0.464,0.008,0.00,13.217
33.53399,0.497,0.009,0.00,13.217
33.54976,0.525,0.009,0.00,13.217
33.56580,0.525,0.009,0.00,13.217
33.58205,0.535,0.009,0.00,13.217
33.59790,0.535,0.009,0.00,13.217
33.61387,0.522,0.009,0.00,13.217
33.62991,0.506,0.009,0.00,13.217
33.64565,0.489,0.009,0.00,13.217
33.66155,0.474,0.008,0.00,13.217
33.67763,0.458,0.008,0.00,13.217
33.69352,0.441,0.008,0.00,13.217
33.70950,0.441,0.008,0.00,13.217
33.72558,0.441,0.008,0.00,13.217
33.74242,0.404,0.007,0.00,13.217
33.75735,0.396,0.007,0.00,13.217
33.77329,0.391,0.007,0.00,13.217
33.78916,0.391,0.007,0.00,13.217
33.80530,0.391,0.007,0.00,13.217
33.82157,0.401,0.007,0.00,13.217
33.83759,0.405,0.007,0.00,13.217
33.85365,0.409,0.007,0.00,13.217
33.86967,0.414,0.007,0.00,13.217
33.88621,0.414,0.007,0.00,13.217
33.90165,0.417,0.007,0.00,13.217
33.91695,0.417,0.007,0.00,13.217
33.93350,0.427,0.007,0.00,13.217
33.94972,0.427,0.007,0.00,13.217
33.96524,0.433,0.008,0.00,13.217
33.98130,0.439,0.008,0.00,13.217
33.99721,0.438,0.008,0.00,13.217
34.01313,0.434,0.008,0.00,13.217
34.02929,0.428,0.007,0.00,13.217
34.04537,0.428,0.007,0.00,13.217
34.06151,0.428,0.007,0.00,13.217
34.07715,0.413,0.007,0.00,13.217
34.09311,0.405,0.007,0.00,13.217
34.10922,0.405,0.007,0.00,13.217
34.12505,0.394,0.007,0.00,13.217
34.14101,0.394,0.007,0.00,13.217
34.15674,0.392,0.007,0.00,13.217
34.17199,0.390,0.007,0.00,13.217
34.18782,0.391,0.007,0.00,13.217
34.20382,0.391,0.007,0.00,13.217
34.21965,0.391,0.007,0.00,13.217
34.23538,0.391,0.007,0.00,13.217
34.25144,0.394,0.007,0.00,13.217
34.26729,0.396,0.007,0.00,13.217
34.28323,0.396,0.007,0.00,13.217
34.29957,0.396,0.007,0.00,13.217
34.31536,0.395,0.007,0.00,13.217
34.33160,0.393,0.007,0.00,13.217
34.34761,0.393,0.007,0.00,13.217
34.36397,0.391,0.007,0.00,13.217
34.37939,0.390,0.007,0.00,13.217
34.39520,0.387,0.007,0.00,13.217
34.41092,0.384,0.007,0.00,13.217
34.42533,0.379,0.007,0.00,13.217
34.44102,0.375,0.007,0.00,13.217
34.45680,0.375,0.007,0.00,13.217
34.47308,0.370,0.006,0.00,13.217
34.48877,0.370,0.006,0.00,13.217
34.50499,0.365,0.006,0.00,13.217
34.52098,0.365,0.006,0.00,13.217
34.53684,0.364,0.006,0.00,13.217
34.55283,0.364,0.006,0.00,13.217
34.56885,0.365,0.006,0.00,13.217
34.58477,0.366,0.006,0.00,13.217
34.60075,0.366,0.006,0.00,13.217
34.61663,0.367,0.006,0.00,13.217
34.63286,0.366,0.006,0.00,13.217
34.64861,0.364,0.006,0.00,13.217
34.66549,0.364,0.006,0.00,13.217
34.68043,0.360,0.006,0.00,13.217
34.69712,0.360,0.006,0.00,13.217
34.71282,0.362,0.006,0.00,13.217
34.72886,0.361,0.006,0.00,13.217
34.74435,0.361,0.006,0.00,13.217
34.76079,0.359,0.006,0.00,13.217
34.77665,0.359,0.006,0.00,13.217
34.79254,0.363,0.006,0.00,13.217
34.80837,0.366,0.006,0.00,13.217
34.82456,0.368,0.006,0.00,13.217
34.84007,0.368,0.006,0.00,13.217
34.85602,0.370,0.006,0.00,13.217
34.87208,0.372,0.006,0.00,13.217
34.88849,0.373,0.007,0.00,13.217
34.90410,0.373,0.007,0.00,13.217
34.92096,0.374,0.007,0.00,13.217
34.93681,0.373,0.007,0.00,13.217
34.95284,0.373,0.007,0.00,13.217
34.96829,0.372,0.006,0.00,13.217
34.98374,0.372,0.006,0.00,13.217
34.99966,0.372,0.006,0.00,13.217
35.01547,0.374,0.007,0.00,13.217
35.03176,0.375,0.007,0.00,13.217
35.04749,0.375,0.007,0.00,13.217
35.06321,0.375,0.007,0.00,13.217
35.07921,0.375,0.007,0.00,13.217
35.09487,0.379,0.007,0.00,13.217
35.11135,0.383,0.007,0.00,13.217
35.12708,0.385,0.007,0.00,13.217
35.14299,0.387,0.007,0.00,13.217
35.15921,0.387,0.007,0.00,13.217
35.17579,0.384,0.007,0.00,13.217
35.19150,0.384,0.007,0.00,13.217
35.20783,0.383,0.007,0.00,13.217
35.22327,0.383,0.007,0.00,13.217
35.23901,0.383,0.007,0.00,13.217
35.25543,0.378,0.007,0.00,13.217
35.27149,0.374,0.007,0.00,13.217
35.28757,0.373,0.007,0.00,13.217
35.30382,0.373,0.007,0.00,13.217
35.32039,0.370,0.006,0.00,13.217
35.33515,0.370,0.006,0.00,13.217
35.35086,0.367,0.006,0.00,13.217
35.36675,0.367,0.006,0.00,13.217
35.38291,0.367,0.006,0.00,13.217
35.39934,0.374,0.007,0.00,13.217
35.41513,0.378,0.007,0.00,13.217
35.43136,0.381,0.007,0.00,13.217
35.44741,0.381,0.007,0.00,13.217
35.46417,0.381,0.007,0.00,13.217
35.47944,0.376,0.007,0.00,13.217
35.49458,0.376,0.007,0.00,13.217
35.51011,0.373,0.007,0.00,13.217
35.52626,0.374,0.007,0.00,13.217
35.54217,0.374,0.007,0.00,13.217
35.55809,0.374,0.007,0.00,13.217
35.57357,0.371,0.006,0.00,13.217
35.58962,0.367,0.006,0.00,13.217
35.60564,0.369,0.006,0.00,13.217
35.62170,0.371,0.006,0.00,13.217
35.63847,0.371,0.006,0.00,13.217
35.65416,0.369,0.006,0.00,13.217
35.67047,0.359,0.006,0.00,13.217
35.68741,0.345,0.006,0.00,13.217
35.70237,0.325,0.006,0.00,13.217
35.71866,0.325,0.006,0.00,13.217
35.73456,0.300,0.005,0.00,13.217
35.75050,0.272,0.005,0.00,13.217
35.76687,0.272,0.005,0.00,13.217
35.78279,0.238,0.004,0.00,13.217
35.79956,0.238,0.004,0.00,13.217
35.81505,0.205,0.004,0.00,13.217
35.83126,0.175,0.003,0.00,13.217
35.84707,0.162,0.003,0.00,13.217
35.86313,0.160,0.003,0.00,13.217
35.87917,0.160,0.003,0.00,13.217
35.89597,0.157,0.003,0.00,13.217
35.91090,0.138,0.002,0.00,13.217
35.92716,0.106,0.002,0.00,13.217
35.94264,0.073,0.001,0.00,13.217
35.95875,0.073,0.001,0.00,13.217
35.97471,0.039,0.001,0.00,13.217
35.99095,-0.009,-0.000,0.00,13.217
36.00705,-0.009,-0.000,0.00,13.217
36.02222,-0.057,-0.001,0.00,13.217
36.04548,-0.105,-0.002,0.00,13.217
36.05980,-0.105,-0.002,0.00,13.217
36.07604,-0.127,-0.002,0.00,13.217
36.09202,-0.146,-0.003,0.00,13.217
36.10803,-0.147,-0.003,0.00,13.217
36.12459,-0.130,-0.002,0.00,13.217
36.14064,-0.130,-0.002,0.00,13.217
36.15643,-0.102,-0.002,0.00,13.217
36.17299,-0.053,-0.001,0.00,13.217
36.18877,0.024,0.000,0.00,13.217
36.20462,0.103,0.002,0.00,13.217
36.22078,0.103,0.002,0.00,13.217
36.23664,0.192,0.003,0.00,13.217
36.25257,0.307,0.005,0.00,13.217
36.26843,0.479,0.008,0.00,13.217
36.28440,0.633,0.011,0.00,13.217
36.29986,0.713,0.012,0.00,13.217
36.31606,0.713,0.012,0.00,13.217
36.33226,0.773,0.013,0.00,13.217
36.34818,0.849,0.015,0.00,13.217
36.36451,0.849,0.015,0.00,13.217
36.37999,0.927,0.016,0.00,13.217
36.39615,0.927,0.016,0.00,13.217
36.41194,0.851,0.015,0.00,13.217
36.42798,0.803,0.014,0.00,13.217
36.44399,0.784,0.014,0.00,13.217
36.46022,0.784,0.014,0.00,13.217
36.47602,0.757,0.013,0.00,13.217
36.49160,0.736,0.013,0.00,13.217
36.50783,0.720,0.013,0.00,13.217
36.52426,0.749,0.013,0.00,13.217
36.53983,0.749,0.013,0.00,13.217
36.55568,0.847,0.015,0.00,13.217
36.57086,0.943,0.016,0.00,13.217
36.58730,1.041,0.018,0.00,13.217
36.60315,1.041,0.018,0.00,13.217
36.61916,1.157,0.020,0.00,13.217
36.63539,1.360,0.024,0.00,13.217
36.65114,1.697,0.030,0.00,13.217
36.66754,2.190,0.038,0.00,13.217
36.68323,2.190,0.038,0.00,13.217
36.69979,2.870,0.050,0.00,13.217
36.71507,3.725,0.065,0.00,13.217
36.73113,4.530,0.079,0.00,13.217
36.74740,5.404,0.094,0.00,13.217
36.76344,6.271,0.109,0.00,13.217
36.78059,7.104,0.124,0.00,13.217
36.79524,7.104,0.124,0.00,13.217
36.81121,7.889,0.138,0.00,13.217
36.82705,8.661,0.151,0.00,13.217
36.84305,9.391,0.164,0.00,13.217
36.85891,9.391,0.164,0.00,13.217
36.87472,10.113,0.177,0.00,13.217
36.89102,10.652,0.186,0.00,13.217
36.90672,10.652,0.186,0.00,13.217
36.92224,11.486,0.200,0.00,13.217
36.93811,11.486,0.200,0.00,13.217
36.95429,11.826,0.206,0.00,13.217
36.97025,11.826,0.206,0.00,13.217
36.98604,12.417,0.217,0.00,13.217
37.00185,12.417,0.217,0.00,13.217
37.01766,12.675,0.221,0.00,13.217
37.03386,12.991,0.227,0.00,13.217
37.05014,13.313,0.232,0.00,13.313
37.06585,13.616,0.238,0.00,13.616
37.08019,13.834,0.241,0.00,13.834
37.09555,13.834,0.241,0.00,13.834
