max_sh_el (deg),sh_el_error (deg),new_precal_angle (deg)
44.175192050232724,-3.1351920502327246,5.959898050611543
43.04075825011509,-2.0007582501150907,7.913758710093583
43.8231806371967,-2.7831806371967005,8.10142384426841
39.80164699769194,1.2383530023080596,6.94534472512502
39.33206899756359,1.7079310024364105,6.472447933609049
43.333230473681475,-2.2932304736814757,5.276966208630861
46.164651807974394,-5.124651807974395,7.1951384130616605
40.737657486764796,0.3023425132352031,6.648889004729428
53.96401383028988,-12.92401383028988,7.157768665736953
15.81513914489735,73.24886085510265,6.509515062686799
21.466801268912583,67.59719873108742,5.226072625980897
12.237995626432207,76.82600437356778,5.263060350268437
13.467862928031533,75.59613707196846,5.344341429245977
21.965598212473324,67.09840178752667,8.482185454551244
71.1196207179639,17.944379282036095,7.383523310773788
88.71734381592455,0.3466561840754423,8.079803338126025
86.81093471155903,2.2530652884409648,16.305434489208483
62.97799952896483,26.086000471035163,23.227120131896026
95.52039679756557,2.1636032024344303,6.17831606564169
