time,old_sh_el_deg,sh_el_deg,stim_curr
0.01041,6.015,6.050,0.00
0.02070,6.092,6.092,0.00
0.03084,6.092,6.139,0.00
0.04099,6.139,6.139,0.00
0.05114,6.139,6.139,0.00
0.06128,6.183,6.183,0.00
0.07156,6.183,6.219,0.00
0.08189,6.219,6.219,0.00
0.09223,6.219,6.244,0.00
0.10265,6.244,6.244,0.00
0.11291,6.244,6.253,0.00
0.12325,6.253,6.253,0.00
0.13354,6.253,6.250,0.00
0.14388,6.250,6.250,0.00
0.15432,6.250,6.239,0.00
0.16477,6.239,6.239,0.00
0.17504,6.217,6.217,0.00
0.18615,6.217,6.217,0.00
0.19631,6.189,6.189,0.00
0.20656,6.189,6.189,0.00
0.21676,6.189,6.153,0.00
0.22700,6.153,6.120,0.00
0.23735,6.120,6.120,0.00
0.24765,6.120,6.120,0.00
0.25787,6.120,6.120,0.00
0.26804,6.100,6.100,0.00
0.27820,6.070,6.070,0.00
0.28837,6.070,6.070,0.00
0.29853,6.021,6.021,0.00
0.30870,6.021,6.021,0.00
0.31886,5.973,5.973,0.00
0.32902,5.973,5.941,0.00
0.33919,5.941,5.941,0.00
0.34936,5.941,5.941,0.00
0.35952,5.922,5.922,0.00
0.36975,5.922,5.922,0.00
0.37992,5.898,5.898,0.00
0.39008,5.898,5.869,0.00
0.40024,5.869,5.869,0.00
0.41041,5.869,5.850,0.00
0.42061,5.850,5.850,0.00
0.43080,5.850,5.843,0.00
0.44095,5.843,5.843,0.00
0.45118,5.843,5.845,0.00
0.46134,5.845,5.845,0.00
0.47150,5.845,5.848,0.00
0.48167,5.848,5.848,0.00
0.49191,5.848,5.843,0.00
0.50219,5.843,5.843,0.00
0.51225,5.843,5.831,0.00
0.52240,5.831,5.831,0.00
0.53257,5.831,5.820,0.00
0.54273,5.820,5.820,0.00
0.55289,5.820,5.821,0.00
0.56306,5.821,5.821,0.00
0.57322,5.821,5.829,0.00
0.58348,5.829,5.829,0.00
0.59365,5.834,5.834,0.00
0.60382,5.834,5.834,0.00
0.61399,5.834,5.834,0.00
0.62457,5.831,5.831,0.00
0.63474,5.817,5.817,0.00
0.64496,5.817,5.817,0.00
0.65524,5.790,5.790,0.00
0.66550,5.790,5.790,0.00
0.67567,5.748,5.748,0.00
0.68584,5.748,5.748,0.00
0.69600,5.694,5.694,0.00
0.70625,5.694,5.694,0.00
0.71688,5.694,5.635,0.00
0.72833,5.635,5.635,0.00
0.73876,5.635,5.565,0.00
0.74893,5.565,5.565,0.00
0.75910,5.497,5.497,0.00
0.76929,5.497,5.497,0.00
0.77948,5.441,5.441,0.00
0.79172,5.441,5.441,0.00
0.80298,5.394,5.394,0.00
0.81556,5.357,5.357,0.00
0.82591,5.357,5.357,0.00
0.83606,5.357,5.338,0.00
0.84650,5.338,5.338,0.00
0.85664,5.361,5.361,0.00
0.86681,5.361,5.361,0.00
0.87696,5.418,5.418,0.00
0.88721,5.418,5.418,0.00
0.89739,5.491,5.491,0.00
0.90822,5.491,5.491,0.00
0.91839,5.575,5.575,0.00
0.92858,5.575,5.575,0.00
0.93874,5.664,5.664,0.00
0.94890,5.664,5.738,0.00
0.95906,5.738,5.738,0.00
0.96952,5.738,5.738,0.00
0.97967,5.785,5.785,0.00
0.98990,5.785,5.809,0.00
1.00005,5.809,5.809,0.00
1.01025,5.809,5.837,0.00
1.02052,5.837,5.837,0.00
1.03068,5.837,5.869,0.00
1.04103,5.869,5.869,0.00
1.05118,5.869,5.899,0.00
1.06134,5.899,5.899,0.00
1.07153,5.899,5.899,0.00
1.08168,5.928,5.928,0.00
1.09184,5.961,5.961,0.00
1.10200,5.961,5.961,0.00
1.11215,5.961,5.996,0.00
1.12229,5.996,5.996,0.00
1.13287,6.033,6.033,0.00
1.14351,6.033,6.033,0.00
1.15365,6.073,6.073,0.00
1.16396,6.073,6.073,0.00
1.17427,6.073,6.095,0.00
1.18481,6.095,6.095,0.00
1.19497,6.094,6.094,0.00
1.20548,6.094,6.094,0.00
1.21563,6.077,6.077,0.00
1.22579,6.077,6.077,0.00
1.23594,6.048,6.048,0.00
