0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01
4.747870570948071769e-07,1.416522671348097206e-04,1.500000000000000000e+01
3.781119995427808285e-06,5.631906204207985916e-04,1.500000000000000000e+01
1.270344962239531028e-05,1.259510660019993230e-03,1.500000000000000000e+01
2.997513352305575775e-05,2.225539015880668645e-03,1.500000000000000000e+01
5.827874760416841830e-05,3.456233347737348426e-03,1.500000000000000000e+01
1.002463976382320495e-04,4.946582345110809437e-03,1.500000000000000000e+01
1.584600308075233591e-04,6.691605727308071183e-03,1.500000000000000000e+01
2.354517472481359465e-04,8.686354243422405794e-03,1.500000000000000000e+01
3.337041115940187364e-04,1.092590967233333585e-02,1.500000000000000000e+01
4.556504645210146878e-04,1.340538482270662961e-02,1.500000000000000000e+01
6.036752342908995300e-04,1.611992353299430969e-02,1.500000000000000000e+01
7.801142482954201863e-04,1.906470067143463745e-02,1.500000000000000000e+01
9.872550446003332258e-04,2.223492213605213208e-02,1.500000000000000000e+01
1.227337183489444561e-03,2.562582485465756538e-02,1.500000000000000000e+01
1.502552559008646545e-03,2.923267678484794269e-02,1.500000000000000000e+01
1.815045710509958967e-03,3.305077691400654799e-02,1.500000000000000000e+01
2.166914134195564202e-03,3.707545525930287106e-02,1.500000000000000000e+01
2.560208594661848424e-03,4.130207286769268377e-02,1.500000000000000000e+01
2.996933436443440218e-03,4.572602181591801235e-02,1.500000000000000000e+01
3.479046895557248113e-03,5.034272521050707494e-02,1.500000000000000000e+01
4.008461411046502013e-03,5.514763718777446200e-02,1.500000000000000000e+01
4.587043936524783788e-03,6.013624291382083098e-02,1.500000000000000000e+01
5.216616251720078250e-03,6.530405858453323942e-02,1.500000000000000000e+01
5.898955274018803305e-03,7.064663142558497144e-02,1.500000000000000000e+01
6.635793370009846620e-03,7.615953969243551003e-02,1.500000000000000000e+01
7.428818667028611392e-03,8.183839267033056475e-02,1.500000000000000000e+01
8.279675364701056042e-03,8.767883067430221056e-02,1.500000000000000000e+01
9.189964046487723512e-03,9.367652504916867962e-02,1.500000000000000000e+01
1.016124199122778182e-02,9.982717816953447232e-02,1.500000000000000000e+01
1.119502348468306985e-02,1.061265234397903018e-01,1.500000000000000000e+01
1.229278013108214135e-02,1.125703252941132188e-01,1.500000000000000000e+01
1.345594116466427605e-02,1.191543791964664728e-01,1.500000000000000000e+01
1.468589376122354795e-02,1.258745116405995401e-01,1.500000000000000000e+01
1.598398334965285550e-02,1.327265801500481512e-01,1.500000000000000000e+01
1.735151392348794480e-02,1.397064732781343188e-01,1.500000000000000000e+01
1.878974835245146580e-02,1.468101106079663376e-01,1.500000000000000000e+01
2.029990869399701803e-02,1.540334427524386318e-01,1.500000000000000000e+01
2.188317650485315652e-02,1.613724513542320049e-01,1.500000000000000000e+01
2.354069315256747744e-02,1.688231490858133621e-01,1.500000000000000000e+01
2.527356012705059968e-02,1.763815796494360155e-01,1.500000000000000000e+01
2.708283935212025748e-02,1.840438177771395178e-01,1.500000000000000000e+01
2.896955349704530974e-02,1.918059692307495512e-01,1.500000000000000000e+01
3.093468628808976328e-02,1.996641708018779271e-01,1.500000000000000000e+01
3.297918282005688623e-02,2.076145903119231972e-01,1.500000000000000000e+01
3.510394986783313409e-02,2.156534266120696541e-01,1.500000000000000000e+01
3.730985619793226321e-02,2.237769095832879696e-01,1.500000000000000000e+01
3.959773288003939212e-02,2.319813001363354998e-01,1.500000000000000000e+01
4.196837359855496580e-02,2.402628902117549814e-01,1.500000000000000000e+01
4.442253496413879621e-02,2.486180027798762238e-01,1.500000000000000000e+01
4.696093682525424862e-02,2.570429918408149716e-01,1.500000000000000000e+01
4.958426257971202539e-02,2.655342424244729327e-01,1.500000000000000000e+01
5.229315948621447718e-02,2.740881705905385268e-01,1.500000000000000000e+01
5.508823897589941454e-02,2.827012234284863590e-01,1.500000000000000000e+01
5.797007696388428027e-02,2.913698790575768860e-01,1.500000000000000000e+01
6.093921416081012760e-02,3.000906466268573602e-01,1.500000000000000000e+01
6.399615638438575782e-02,3.088600663151607750e-01,1.500000000000000000e+01
6.714137487093155277e-02,3.176747093311066417e-01,1.500000000000000000e+01
7.037530658692378593e-02,3.265311779131008785e-01,1.500000000000000000e+01
7.369835454053838553e-02,3.354261053293352557e-01,1.500000000000000000e+01
7.711088809319519011e-02,3.443561558777880616e-01,1.500000000000000000e+01
8.061324327110191978e-02,3.533180248862237693e-01,1.500000000000000000e+01
8.420572307679811963e-02,3.623084387121932037e-01,1.500000000000000000e+01
8.788859780069931127e-02,3.713241547430331524e-01,1.500000000000000000e+01
9.166210533264106119e-02,3.803619613958670320e-01,1.500000000000000000e+01
9.552645147342284093e-02,3.894186781176041112e-01,1.500000000000000000e+01
9.948181024635220637e-02,3.984911553849402321e-01,1.500000000000000000e+01
1.035283242087889355e-01,4.075762747043573109e-01,1.500000000000000000e+01
1.076661047636887913e-01,4.166709486121236150e-01,1.500000000000000000e+01
1.118952324711477708e-01,4.257721206742935416e-01,1.500000000000000000e+01
1.162157573599461036e-01,4.348767654867078392e-01,1.500000000000000000e+01
1.206276992390922093e-01,4.439818886749936633e-01,1.500000000000000000e+01
1.251310480093668354e-01,4.530845268945637438e-01,1.500000000000000000e+01
1.297257639748670976e-01,4.621817478306179949e-01,1.500000000000000000e+01
1.344117781545504098e-01,4.712706501981419049e-01,1.500000000000000000e+01
1.391889925937786210e-01,4.803483637419076469e-01,1.500000000000000000e+01
1.440572806758620428e-01,4.894120492364731900e-01,1.500000000000000000e+01
1.490164874336034617e-01,4.984588984861830774e-01,1.500000000000000000e+01
1.540664298608420968e-01,5.074861343251679813e-01,1.500000000000000000e+01
1.592068972239979174e-01,5.164910106173449256e-01,1.500000000000000000e+01
1.644376513736153511e-01,5.254708122564168971e-01,1.500000000000000000e+01
1.697584270559074626e-01,5.344228551658739557e-01,1.500000000000000000e+01
1.751689322243000224e-01,5.433444862989913471e-01,1.500000000000000000e+01
1.806688483509755194e-01,5.522330836388308350e-01,1.500000000000000000e+01
1.862578307384172571e-01,5.610860561982412564e-01,1.500000000000000000e+01
1.919355088309531721e-01,5.699008440198560788e-01,1.500000000000000000e+01
1.977014865263002352e-01,5.786749181760968419e-01,1.500000000000000000e+01
2.035553424871081318e-01,5.874057807691703825e-01,1.500000000000000000e+01
2.094966304525034684e-01,5.960909649310696112e-01,1.500000000000000000e+01
2.155248795496338410e-01,6.047280348235740677e-01,1.500000000000000000e+01
2.216395946052119870e-01,6.133145856382495875e-01,1.500000000000000000e+01
2.278402564570592148e-01,6.218482435964483024e-01,1.500000000000000000e+01
2.341263222656504717e-01,6.303266659493073076e-01,1.500000000000000000e+01
2.404972258256573847e-01,6.387475409777528812e-01,1.500000000000000000e+01
2.469523778774928013e-01,6.471085879924942663e-01,1.500000000000000000e+01
2.534911664188548297e-01,6.554075573340285565e-01,1.500000000000000000e+01
2.601129570162710181e-01,6.636422303726395855e-01,1.500000000000000000e+01
2.668170931166415349e-01,6.718104195083963726e-01,1.500000000000000000e+01
2.736028963587844864e-01,6.799099681711548993e-01,1.500000000000000000e+01
2.804696668849789853e-01,6.879387508205562218e-01,1.500000000000000000e+01
2.874166836525097746e-01,6.958946729460299130e-01,1.500000000000000000e+01
2.944432047452103518e-01,7.037756710667890658e-01,1.500000000000000000e+01
3.015484676850085921e-01,7.115797127318355120e-01,1.500000000000000000e+01
3.087316897434693730e-01,7.193047965199554916e-01,1.500000000000000000e+01
3.159920682533388092e-01,7.269489520397220961e-01,1.500000000000000000e+01
3.233287809200892093e-01,7.345102399294952678e-01,1.500000000000000000e+01
3.307409861334620893e-01,7.419867518574204679e-01,1.500000000000000000e+01
3.382278232790124628e-01,7.493766105214296758e-01,1.500000000000000000e+01
3.457884130496536312e-01,7.566779696492405005e-01,1.500000000000000000e+01
3.534218577572000308e-01,7.638890139983585126e-01,1.500000000000000000e+01
3.611272416439120225e-01,7.710079593560733580e-01,1.500000000000000000e+01
