0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01
4.747870570948071769e-07,1.416522671348097206e-04,1.000000000000000000e+01
3.781119995427808285e-06,5.631906204207985916e-04,1.000000000000000000e+01
1.270344962239531028e-05,1.259510660019993230e-03,1.000000000000000000e+01
2.997513352305575775e-05,2.225539015880668645e-03,1.000000000000000000e+01
5.827874760416841830e-05,3.456233347737348426e-03,1.000000000000000000e+01
1.002463976382320495e-04,4.946582345110809437e-03,1.000000000000000000e+01
1.584600308075233591e-04,6.691605727308071183e-03,1.000000000000000000e+01
2.354517472481359465e-04,8.686354243422405794e-03,1.000000000000000000e+01
3.337041115940187364e-04,1.092590967233333585e-02,1.000000000000000000e+01
4.556504645210146878e-04,1.340538482270662961e-02,1.000000000000000000e+01
6.036752342908995300e-04,1.611992353299430969e-02,1.000000000000000000e+01
7.801142482954201863e-04,1.906470067143463745e-02,1.000000000000000000e+01
9.872550446003332258e-04,2.223492213605213208e-02,1.000000000000000000e+01
1.227337183489444561e-03,2.562582485465756538e-02,1.000000000000000000e+01
1.502552559008646545e-03,2.923267678484794269e-02,1.000000000000000000e+01
1.815045710509958967e-03,3.305077691400654799e-02,1.000000000000000000e+01
2.166914134195564202e-03,3.707545525930287106e-02,1.000000000000000000e+01
2.560208594661848424e-03,4.130207286769268377e-02,1.000000000000000000e+01
2.996933436443440218e-03,4.572602181591801235e-02,1.000000000000000000e+01
3.479046895557248113e-03,5.034272521050707494e-02,1.000000000000000000e+01
4.008461411046502013e-03,5.514763718777446200e-02,1.000000000000000000e+01
4.587043936524783788e-03,6.013624291382083098e-02,1.000000000000000000e+01
5.216616251720078250e-03,6.530405858453323942e-02,1.000000000000000000e+01
5.898955274018803305e-03,7.064663142558497144e-02,1.000000000000000000e+01
6.635793370009846620e-03,7.615953969243551003e-02,1.000000000000000000e+01
7.428818667028611392e-03,8.183839267033056475e-02,1.000000000000000000e+01
8.279675364701056042e-03,8.767883067430221056e-02,1.000000000000000000e+01
9.189964046487723512e-03,9.367652504916867962e-02,1.000000000000000000e+01
1.016124199122778182e-02,9.982717816953447232e-02,1.000000000000000000e+01
1.119502348468306985e-02,1.061265234397903018e-01,1.000000000000000000e+01
1.229278013108214135e-02,1.125703252941132188e-01,1.000000000000000000e+01
1.345594116466427605e-02,1.191543791964664728e-01,1.000000000000000000e+01
1.468589376122354795e-02,1.258745116405995401e-01,1.000000000000000000e+01
1.598398334965285550e-02,1.327265801500481512e-01,1.000000000000000000e+01
1.735151392348794480e-02,1.397064732781343188e-01,1.000000000000000000e+01
1.878974835245146580e-02,1.468101106079663376e-01,1.000000000000000000e+01
2.029990869399701803e-02,1.540334427524386318e-01,1.000000000000000000e+01
2.188317650485315652e-02,1.613724513542320049e-01,1.000000000000000000e+01
2.354069315256747744e-02,1.688231490858133621e-01,1.000000000000000000e+01
2.527356012705059968e-02,1.763815796494360155e-01,1.000000000000000000e+01
2.708283935212025748e-02,1.840438177771395178e-01,1.000000000000000000e+01
2.896955349704530974e-02,1.918059692307495512e-01,1.000000000000000000e+01
3.093468628808976328e-02,1.996641708018779271e-01,1.000000000000000000e+01
3.297918282005688623e-02,2.076145903119231972e-01,1.000000000000000000e+01
3.510394986783313409e-02,2.156534266120696541e-01,1.000000000000000000e+01
3.730985619793226321e-02,2.237769095832879696e-01,1.000000000000000000e+01
3.959773288003939212e-02,2.319813001363354998e-01,1.000000000000000000e+01
4.196837359855496580e-02,2.402628902117549814e-01,1.000000000000000000e+01
4.442253496413879621e-02,2.486180027798762238e-01,1.000000000000000000e+01
4.696093682525424862e-02,2.570429918408149716e-01,1.000000000000000000e+01
4.958426257971202539e-02,2.655342424244729327e-01,1.000000000000000000e+01
5.229315948621447718e-02,2.740881705905385268e-01,1.000000000000000000e+01
