t,v_battery,kp_m1,kd_m1,p_des_m1,v_des_m1,t_des_m1,p_cur_m1,v_cur_m1,t_cur_m1,kp_m2,kd_m2,p_des_m2,v_des_m2,t_des_m2,p_cur_m2,v_cur_m2,t_cur_m2,sh_el,sh_el_dot,sh_hr,el_fe,el_fe_dot,sh_force_des,el_force_des,force_cur,trigger,gravity_support_shoulder,gravity_support_elbow
0.01324,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.081,-0.033,0.106,1.571,0.016,0.000,0.000,0.000,49.501,5.000,0.000,0.000,0.60,0.00
0.02463,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.081,-0.033,0.106,0.253,-17.645,0.000,0.000,0.000,8.586,5.000,0.000,0.000,0.60,0.00
0.03489,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.081,-0.033,0.106,0.253,-13.410,0.000,0.000,0.000,8.599,5.000,0.000,0.000,0.60,0.00
0.04506,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.081,-0.033,0.106,0.254,-9.852,0.000,0.000,0.000,8.638,5.000,0.000,0.000,0.60,0.00
0.05524,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.081,-0.033,0.106,0.254,-7.031,0.000,0.000,0.000,8.668,5.000,0.000,0.000,0.60,0.00
0.06541,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.081,-0.033,0.106,0.254,-4.861,0.000,0.000,0.000,8.689,5.000,0.000,0.000,0.60,0.00
0.07557,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.081,-0.033,0.106,0.254,-3.230,0.000,0.000,0.000,8.696,5.000,0.000,0.000,0.60,0.00
0.08574,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.081,-0.033,0.106,0.254,-2.015,0.000,0.000,0.000,8.701,5.000,0.000,0.000,0.60,0.00
0.09590,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.081,-0.033,0.106,0.254,-1.125,0.000,0.000,0.000,8.705,5.000,0.000,0.000,0.60,0.00
0.10803,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.081,0.011,0.106,0.255,-0.475,0.000,0.000,0.000,8.717,5.000,0.000,0.000,0.60,0.00
0.11839,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.081,-0.077,0.106,0.255,-0.020,0.000,0.000,0.000,8.722,5.000,0.000,0.000,0.60,0.00
0.12856,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.081,-0.077,0.106,0.255,0.291,0.000,0.000,0.000,8.723,5.000,0.000,0.000,0.60,0.00
0.14383,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.081,-0.077,0.106,0.255,0.627,0.000,0.000,0.000,8.728,5.000,0.000,0.000,0.60,0.00
0.15403,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.081,-0.077,0.106,0.255,0.698,0.000,0.000,0.000,8.728,5.000,0.000,0.000,0.60,0.00
0.16431,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.081,-0.077,0.106,0.255,0.729,0.000,0.000,0.000,8.728,5.000,0.000,0.000,0.60,0.00
0.17448,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.081,-0.077,0.106,0.255,0.732,0.000,0.000,0.000,8.728,5.000,0.000,0.000,0.60,0.00
0.18509,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.081,-0.077,0.106,0.255,0.715,0.000,0.000,0.000,8.728,5.000,0.000,0.000,0.60,0.00
