t,v_battery,kp_m1,kd_m1,p_des_m1,v_des_m1,t_des_m1,p_cur_m1,v_cur_m1,t_cur_m1,kp_m2,kd_m2,p_des_m2,v_des_m2,t_des_m2,p_cur_m2,v_cur_m2,t_cur_m2,sh_el,sh_el_dot,sh_hr,el_fe,el_fe_dot,sh_force_des,el_force_des,force_cur,trigger,gravity_support_shoulder,gravity_support_elbow
0.01639,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.995,-0.033,0.136,1.571,0.016,0.000,0.000,0.000,10.977,5.000,0.000,0.000,0.15,0.00
0.02665,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.995,-0.033,0.136,1.571,0.013,0.000,0.000,0.000,10.977,5.000,0.000,0.000,0.15,0.00
0.24299,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.994,0.033,0.136,1.571,0.010,0.000,0.000,0.000,10.977,5.000,0.000,0.000,0.15,0.00
0.27434,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.994,0.033,0.136,0.092,-36.211,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.31317,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.994,0.055,0.136,0.090,-20.278,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.32768,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.994,-0.011,0.136,0.090,-20.278,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.33853,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.994,-0.011,0.136,0.088,-14.621,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.34870,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.994,-0.011,0.136,0.088,-10.281,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.36859,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.994,-0.011,0.136,0.088,-7.000,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.37876,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.994,-0.011,0.136,0.088,-7.000,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
