t,v_battery,kp_m1,kd_m1,p_des_m1,v_des_m1,t_des_m1,p_cur_m1,v_cur_m1,t_cur_m1,kp_m2,kd_m2,p_des_m2,v_des_m2,t_des_m2,p_cur_m2,v_cur_m2,t_cur_m2,sh_el,sh_el_dot,sh_hr,el_fe,el_fe_dot,sh_force_des,el_force_des,force_cur,trigger,gravity_support_shoulder,gravity_support_elbow
0.07019,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,-0.033,-0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.60,0.00
0.08091,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,-0.033,-0.004,1.571,0.016,0.000,0.000,0.000,49.501,5.000,0.000,0.000,0.60,0.00
0.09101,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,-0.033,-0.004,0.313,-20.914,0.000,0.000,0.000,12.027,5.000,0.000,0.000,0.60,0.00
0.10431,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,-0.033,-0.004,0.313,-16.841,0.000,0.000,0.000,11.429,5.000,0.000,0.000,0.60,0.00
0.11447,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,-0.033,-0.004,0.313,-12.805,0.000,0.000,0.000,11.432,5.000,0.000,0.000,0.60,0.00
0.12464,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,-0.033,-0.004,0.313,-9.421,0.000,0.000,0.000,11.448,5.000,0.000,0.000,0.60,0.00
0.13484,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,-0.033,-0.004,0.313,-6.742,0.000,0.000,0.000,11.446,5.000,0.000,0.000,0.60,0.00
0.14509,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,-0.033,-0.004,0.313,-4.670,0.000,0.000,0.000,11.456,5.000,0.000,0.000,0.60,0.00
0.15550,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,-0.033,-0.004,0.312,-3.113,0.000,0.000,0.000,11.451,5.000,0.000,0.000,0.60,0.00
0.16608,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,-0.055,-0.004,0.312,-1.945,0.000,0.000,0.000,11.456,5.000,0.000,0.000,0.60,0.00
0.17650,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,0.055,-0.004,0.312,-1.095,0.000,0.000,0.000,11.451,5.000,0.000,0.000,0.60,0.00
0.18665,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,0.055,-0.004,0.312,-0.475,0.000,0.000,0.000,11.454,5.000,0.000,0.000,0.60,0.00
0.19681,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,0.055,-0.004,0.312,-0.041,0.000,0.000,0.000,11.448,5.000,0.000,0.000,0.60,0.00
0.20699,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,0.055,-0.004,0.312,0.259,0.000,0.000,0.000,11.443,5.000,0.000,0.000,0.60,0.00
0.21739,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,0.055,-0.004,0.312,0.461,0.000,0.000,0.000,11.444,5.000,0.000,0.000,0.60,0.00
0.22920,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,0.055,-0.004,0.312,0.585,0.000,0.000,0.000,11.439,5.000,0.000,0.000,0.60,0.00
0.23958,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,0.055,-0.004,0.312,0.658,0.000,0.000,0.000,11.440,5.000,0.000,0.000,0.60,0.00
0.24980,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,0.055,-0.004,0.312,0.687,0.000,0.000,0.000,11.434,5.000,0.000,0.000,0.60,0.00
0.26189,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,0.055,-0.004,0.312,0.693,0.000,0.000,0.000,11.434,5.000,0.000,0.000,0.60,0.00
0.27206,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,0.055,-0.004,0.312,0.674,0.000,0.000,0.000,11.427,5.000,0.000,0.000,0.60,0.00
0.28270,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,0.055,-0.004,0.312,0.650,0.000,0.000,0.000,11.427,5.000,0.000,0.000,0.60,0.00
0.29287,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,4.375,0.055,-0.004,0.311,0.611,0.000,0.000,0.000,11.418,5.000,0.000,0.000,0.60,0.00
