t,v_battery,kp_m1,kd_m1,p_des_m1,v_des_m1,t_des_m1,p_cur_m1,v_cur_m1,t_cur_m1,kp_m2,kd_m2,p_des_m2,v_des_m2,t_des_m2,p_cur_m2,v_cur_m2,t_cur_m2,sh_el,sh_el_dot,sh_hr,el_fe,el_fe_dot,sh_force_des,el_force_des,force_cur,trigger,gravity_support_shoulder,gravity_support_elbow
0.02169,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,-0.011,0.077,0.281,0.003,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.03458,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,-0.011,0.077,0.282,0.003,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.04474,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,-0.011,0.077,0.282,0.002,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.05491,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,-0.011,0.077,0.282,0.002,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.06677,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,-0.011,0.077,0.282,0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.07807,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,-0.011,0.077,0.282,0.002,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.08978,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,-0.011,0.077,0.282,0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.09998,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.002,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.11045,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.12266,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.13292,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.14327,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.002,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.15344,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.002,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.16361,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.17380,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.18396,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.003,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.19427,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.002,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.20470,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.21501,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.000,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.22597,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.000,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.23613,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.000,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.24630,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.004,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.25646,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.006,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.26663,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.004,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.27685,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.003,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.28718,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.002,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.29952,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.31205,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.32224,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.006,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.33242,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.008,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.34262,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.005,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.35279,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.007,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.36296,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.008,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.37352,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.005,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.38402,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.004,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.39418,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.006,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.40434,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.004,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.41477,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.003,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.42493,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.43510,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.44526,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,0.000,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.45558,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,-0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.46575,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,-0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.47591,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,-0.002,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.48606,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,-0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.49623,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,-0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.50640,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.206,0.033,0.077,0.282,-0.003,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
