t,v_battery,kp_m1,kd_m1,p_des_m1,v_des_m1,t_des_m1,p_cur_m1,v_cur_m1,t_cur_m1,kp_m2,kd_m2,p_des_m2,v_des_m2,t_des_m2,p_cur_m2,v_cur_m2,t_cur_m2,sh_el,sh_el_dot,sh_hr,el_fe,el_fe_dot,sh_force_des,el_force_des,force_cur,trigger,gravity_support_shoulder,gravity_support_elbow
0.01564,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,1.464,0.011,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.15,0.00
0.03167,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,1.464,0.011,0.070,1.571,0.016,0.000,0.000,0.000,10.977,5.000,0.000,0.000,0.15,0.00
0.04193,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,1.464,0.011,0.070,0.312,-10.489,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.05460,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,1.464,0.011,0.070,0.312,-8.260,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.07234,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,1.464,0.011,0.070,0.312,-8.260,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.08255,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,1.464,0.011,0.070,0.311,-4.553,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.09272,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,1.464,0.011,0.070,0.311,-3.201,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.10292,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,1.464,0.011,0.070,0.311,-2.163,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.11311,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,1.464,0.011,0.070,0.311,-1.383,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.12329,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,1.464,0.055,0.070,0.311,-0.807,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.13348,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,1.464,0.055,0.070,0.311,-0.385,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.14365,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,1.464,0.055,0.070,0.311,-0.084,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
