t,v_battery,kp_m1,kd_m1,p_des_m1,v_des_m1,t_des_m1,p_cur_m1,v_cur_m1,t_cur_m1,kp_m2,kd_m2,p_des_m2,v_des_m2,t_des_m2,p_cur_m2,v_cur_m2,t_cur_m2,sh_el,sh_el_dot,sh_hr,el_fe,el_fe_dot,sh_force_des,el_force_des,force_cur,trigger,gravity_support_shoulder,gravity_support_elbow
0.01410,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.090,0.011,0.040,1.571,0.016,0.000,0.000,0.000,10.977,5.000,0.000,0.000,0.15,0.00
0.02947,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.090,0.011,0.040,1.571,0.016,0.000,0.000,0.000,10.977,5.000,0.000,0.000,0.15,0.00
0.04301,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.090,-0.033,0.040,1.571,0.016,0.000,0.000,0.000,10.977,5.000,0.000,0.000,0.15,0.00
0.05541,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.090,-0.011,0.040,0.192,-22.928,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.06990,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.090,-0.011,0.040,0.192,-14.032,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.08019,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.090,-0.011,0.040,0.192,-10.323,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.09033,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.090,-0.011,0.040,0.192,-7.378,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.10144,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.090,-0.011,0.040,0.192,-5.110,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.11153,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.090,-0.011,0.040,0.192,-3.394,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.12171,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-1.090,-0.011,0.040,0.192,-2.119,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
