t,v_battery,kp_m1,kd_m1,p_des_m1,v_des_m1,t_des_m1,p_cur_m1,v_cur_m1,t_cur_m1,kp_m2,kd_m2,p_des_m2,v_des_m2,t_des_m2,p_cur_m2,v_cur_m2,t_cur_m2,sh_el,sh_el_dot,sh_hr,el_fe,el_fe_dot,sh_force_des,el_force_des,force_cur,trigger,gravity_support_shoulder,gravity_support_elbow
0.01622,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,1.571,0.016,0.000,0.000,0.000,10.977,5.000,0.000,0.000,0.15,0.00
0.02703,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.605,-9.427,0.000,0.000,0.000,8.747,5.000,0.000,0.000,0.15,0.00
0.04576,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.605,-6.331,0.000,0.000,0.000,8.647,5.000,0.000,0.000,0.15,0.00
0.05698,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.605,-4.767,0.000,0.000,0.000,8.649,5.000,0.000,0.000,0.15,0.00
0.06792,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.605,-3.458,0.000,0.000,0.000,8.653,5.000,0.000,0.000,0.15,0.00
0.07991,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.605,-2.430,0.000,0.000,0.000,8.654,5.000,0.000,0.000,0.15,0.00
0.09013,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.605,-1.641,0.000,0.000,0.000,8.655,5.000,0.000,0.000,0.15,0.00
0.10028,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.605,-1.048,0.000,0.000,0.000,8.656,5.000,0.000,0.000,0.15,0.00
0.11191,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,-0.602,0.000,0.000,0.000,8.659,5.000,0.000,0.000,0.15,0.00
0.12211,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,-0.282,0.000,0.000,0.000,8.660,5.000,0.000,0.000,0.15,0.00
0.13226,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,-0.056,0.000,0.000,0.000,8.660,5.000,0.000,0.000,0.15,0.00
0.14244,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.102,0.000,0.000,0.000,8.660,5.000,0.000,0.000,0.15,0.00
0.15260,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.210,0.000,0.000,0.000,8.661,5.000,0.000,0.000,0.15,0.00
0.16276,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.277,0.000,0.000,0.000,8.661,5.000,0.000,0.000,0.15,0.00
0.17309,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.320,0.000,0.000,0.000,8.663,5.000,0.000,0.000,0.15,0.00
0.18328,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.338,0.000,0.000,0.000,8.663,5.000,0.000,0.000,0.15,0.00
0.19355,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.341,0.000,0.000,0.000,8.663,5.000,0.000,0.000,0.15,0.00
0.20581,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.335,0.000,0.000,0.000,8.663,5.000,0.000,0.000,0.15,0.00
0.21663,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.325,0.000,0.000,0.000,8.664,5.000,0.000,0.000,0.15,0.00
0.22755,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.308,0.000,0.000,0.000,8.664,5.000,0.000,0.000,0.15,0.00
0.23875,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.288,0.000,0.000,0.000,8.664,5.000,0.000,0.000,0.15,0.00
0.24937,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.268,0.000,0.000,0.000,8.664,5.000,0.000,0.000,0.15,0.00
0.26105,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.247,0.000,0.000,0.000,8.664,5.000,0.000,0.000,0.15,0.00
0.27143,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.226,0.000,0.000,0.000,8.664,5.000,0.000,0.000,0.15,0.00
0.28187,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.206,0.000,0.000,0.000,8.663,5.000,0.000,0.000,0.15,0.00
0.29228,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.188,0.000,0.000,0.000,8.663,5.000,0.000,0.000,0.15,0.00
0.30246,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.171,0.000,0.000,0.000,8.663,5.000,0.000,0.000,0.15,0.00
0.31262,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.158,0.000,0.000,0.000,8.664,5.000,0.000,0.000,0.15,0.00
0.32279,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.143,0.000,0.000,0.000,8.664,5.000,0.000,0.000,0.15,0.00
0.33296,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.129,0.000,0.000,0.000,8.664,5.000,0.000,0.000,0.15,0.00
0.34314,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.126,0.000,0.000,0.000,8.667,5.000,0.000,0.000,0.15,0.00
0.35331,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,-0.302,-0.011,-0.004,0.606,0.112,0.000,0.000,0.000,8.667,5.000,0.000,0.000,0.15,0.00
