t,v_battery,kp_m1,kd_m1,p_des_m1,v_des_m1,t_des_m1,p_cur_m1,v_cur_m1,t_cur_m1,kp_m2,kd_m2,p_des_m2,v_des_m2,t_des_m2,p_cur_m2,v_cur_m2,t_cur_m2,sh_el,sh_el_dot,sh_hr,el_fe,el_fe_dot,sh_force_des,el_force_des,force_cur,trigger,gravity_support_shoulder,gravity_support_elbow
0.02764,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.979,-0.099,0.026,0.268,0.003,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.04116,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.979,-0.099,0.026,0.268,0.002,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.05336,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.979,-0.099,0.026,0.268,0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.06356,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.979,-0.099,0.026,0.268,0.000,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.07793,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.979,-0.099,0.026,0.268,0.000,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.08915,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.979,-0.099,0.026,0.268,-0.003,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.09935,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.979,0.033,0.026,0.268,-0.002,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.10952,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.979,0.099,0.026,0.268,-0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.11992,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.979,0.099,0.026,0.268,-0.001,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.13012,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.979,0.099,0.026,0.268,0.000,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.14030,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,2.979,0.099,0.026,0.268,0.003,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
