t,v_battery,kp_m1,kd_m1,p_des_m1,v_des_m1,t_des_m1,p_cur_m1,v_cur_m1,t_cur_m1,kp_m2,kd_m2,p_des_m2,v_des_m2,t_des_m2,p_cur_m2,v_cur_m2,t_cur_m2,sh_el,sh_el_dot,sh_hr,el_fe,el_fe_dot,sh_force_des,el_force_des,force_cur,trigger,gravity_support_shoulder,gravity_support_elbow
0.00291,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.099,0.128,0.259,0.008,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.01531,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.099,0.128,0.260,0.022,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.02548,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.099,0.128,0.260,0.018,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.03566,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.099,0.128,0.261,0.023,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.04699,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.099,0.128,0.261,0.017,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.05749,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,0.011,0.128,0.261,0.027,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.06811,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.261,0.020,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.07827,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.261,0.014,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.08845,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.261,0.009,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.09884,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.262,0.038,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.10901,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.262,0.034,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.11917,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.262,0.024,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.12934,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.262,0.016,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.13959,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.262,0.011,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.14975,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.262,0.005,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.15992,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.262,0.002,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.17008,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.262,-0.002,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.18025,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.262,-0.003,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.19042,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.262,-0.003,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.20059,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.262,-0.008,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.21366,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.262,-0.006,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.22383,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.262,-0.005,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.23400,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.261,-0.043,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.24418,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.260,-0.074,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.25436,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.260,-0.054,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.26456,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.260,-0.038,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.27481,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.258,-0.070,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.28498,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.258,-0.050,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.29639,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.402,-0.055,0.128,0.258,-0.035,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
