t,v_battery,kp_m1,kd_m1,p_des_m1,v_des_m1,t_des_m1,p_cur_m1,v_cur_m1,t_cur_m1,kp_m2,kd_m2,p_des_m2,v_des_m2,t_des_m2,p_cur_m2,v_cur_m2,t_cur_m2,sh_el,sh_el_dot,sh_hr,el_fe,el_fe_dot,sh_force_des,el_force_des,force_cur,trigger,gravity_support_shoulder,gravity_support_elbow
0.01619,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,-0.143,0.048,1.571,0.016,0.000,0.000,0.000,10.977,5.000,0.000,0.000,0.15,0.00
0.02811,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,-0.143,0.048,0.187,-13.510,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.03944,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,-0.143,0.048,0.188,-11.516,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.04960,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,-0.143,0.048,0.188,-9.060,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.05977,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,-0.143,0.048,0.188,-6.823,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.06993,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,-0.143,0.048,0.188,-4.959,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.08011,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,-0.143,0.048,0.188,-3.477,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.09028,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,-0.143,0.048,0.189,-2.340,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.10045,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,-0.143,0.048,0.189,-1.486,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.11063,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,-0.143,0.048,0.189,-0.861,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.12083,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,-0.143,0.048,0.189,-0.407,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.13115,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,-0.143,0.048,0.189,-0.073,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.14146,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,-0.121,0.048,0.189,0.161,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.15166,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.190,0.318,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.16182,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.190,0.409,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.17199,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.190,0.461,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.18216,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.190,0.485,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.19420,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.190,0.489,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.20558,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.190,0.486,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.21598,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.190,0.466,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.22896,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.190,0.440,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.23912,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.190,0.416,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.24929,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.190,0.390,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.25948,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.190,0.358,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.26965,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.190,0.335,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.27994,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.190,0.304,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.29011,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.279,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.30029,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.257,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.31046,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.231,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.32063,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.211,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.33079,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.189,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.34224,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.169,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.35241,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.154,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.36258,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.140,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.37275,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.129,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.38293,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.115,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.39319,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.102,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.40326,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.096,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.41349,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.084,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.42366,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.077,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.43388,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.068,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.44414,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.062,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.45434,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.054,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.46450,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.048,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.47467,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.042,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.48484,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.037,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.49515,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.033,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.50541,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.027,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.51557,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.025,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.52573,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.023,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.53590,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.023,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.54607,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.021,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.55705,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.018,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.56723,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.018,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
0.57747,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.000,0.592,0.077,0.048,0.191,0.016,0.000,0.000,0.000,5.000,5.000,0.000,0.000,0.15,0.00
